age,turnover,travel,department,distance,education,career,employee,id,satisfaction_environment,sex,implicatio,job_level,job,satisfation_job,civil_Status,monthly_salary,num_previous_companies,Older,Extra hours,salary_increase,assessment,satisfaction_colleagues,fortnight_hours,action_level,years_experience,num_formations_last_year,conciliation,years_company,years_in_position,years_since_last_promotion,years_with_current_manager
26,No,Travel_Rarely,Research & Development,6,University,Life Sciences,1,686,High,3,High,1,Laboratory Technician,High,Married,2659,1,Y,Yes,13,High,High,80,1,3,2,#N/D,3,NA,0,2
37,No,Travel_Rarely,Research & Development,3,#N/D,Other,1,689,High,NA,#N/D,3,Manufacturing Director,#N/D,Married,9434,1,Y,No,15,High,High,80,1,10,2,#N/D,10,NA,7,8
29,No,Travel_Rarely,Sales,3,University,Medical,1,690,Medium,3,High,2,Sales Executive,High,Married,5561,1,Y,No,14,High,Low,80,1,6,5,#N/D,6,3,1,2
35,No,Travel_Rarely,Research & Development,6,Primaria,Life Sciences,1,691,Medium,1,Low,2,Research Scientist,Low,Single,6646,1,Y,No,13,High,Medium,80,0,17,3,#N/D,17,NA,11,8
33,No,Travel_Frequently,Research & Development,6,#N/D,Life Sciences,1,692,High,3,High,2,Healthcare Representative,High,Divorced,7725,3,Y,No,23,Very_High,High,80,1,15,2,#N/D,13,NA,4,7
54,No,Travel_Rarely,Human Resources,19,University,Medical,1,698,High,NA,High,3,Human Resources,High,Married,10725,2,Y,No,15,High,High,80,1,16,1,#N/D,9,NA,7,1
36,No,Travel_Rarely,Research & Development,9,Secondary,Medical,1,699,Medium,NA,Medium,2,Manufacturing Director,Medium,Divorced,8847,2,Y,Yes,11,High,High,80,1,13,2,#N/D,3,NA,0,2
27,No,Travel_Rarely,Research & Development,3,Secondary,Medical,1,700,Low,2,Medium,1,Research Scientist,Medium,Single,2045,0,Y,No,13,High,Very_High,80,0,5,0,#N/D,4,NA,1,1
20,Yes,Travel_Rarely,Research & Development,10,University,Medical,1,701,Very_High,3,High,1,Research Scientist,High,Single,1009,1,Y,Yes,11,High,Very_High,80,0,1,5,High,1,NA,1,1
33,Yes,Travel_Frequently,Research & Development,3,University,Life Sciences,1,702,Low,3,High,1,Research Scientist,High,Single,3348,1,Y,Yes,11,High,Low,80,0,10,3,#N/D,10,NA,9,7
35,No,Non-Travel,Research & Development,3,Secondary,Life Sciences,1,704,High,2,Medium,1,Laboratory Technician,Medium,Married,1281,1,Y,No,18,High,High,80,2,1,3,#N/D,1,NA,0,0
23,No,Travel_Rarely,Research & Development,4,Master,Medical,1,705,Low,4,Very_High,1,Research Scientist,#N/D,Married,2819,2,Y,No,16,High,Low,80,1,5,3,#N/D,3,4,0,2
25,No,Travel_Rarely,Sales,8,Master,Life Sciences,1,707,Very_High,4,Very_High,2,Sales Executive,Very_High,Married,4851,0,Y,No,22,Very_High,High,80,1,4,4,#N/D,3,NA,1,2
38,No,Travel_Rarely,Sales,7,Secondary,Marketing,1,709,Very_High,2,Medium,2,Sales Executive,Medium,Single,4028,0,Y,No,20,Very_High,Low,80,0,8,2,#N/D,7,2,0,5
29,No,Travel_Frequently,Research & Development,1,Primaria,Life Sciences,1,710,Medium,1,Low,1,Research Scientist,Low,Divorced,2720,1,Y,No,18,High,Very_High,80,1,10,5,#N/D,10,1,2,8
48,No,Travel_Rarely,Sales,2,Master,Marketing,1,712,Medium,4,Very_High,2,Sales Executive,Very_High,Married,8120,3,Y,No,12,High,Very_High,80,0,12,3,#N/D,2,NA,2,2
27,No,Travel_Frequently,Sales,3,Master,Medical,1,714,Very_High,4,Very_High,2,Sales Executive,#N/D,Divorced,4647,1,Y,Yes,20,Very_High,Medium,80,2,6,3,#N/D,6,NA,0,4
37,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,715,Very_High,4,Very_High,1,Research Scientist,Very_High,Single,4680,3,Y,No,17,High,Low,80,0,4,2,#N/D,1,4,0,0
50,No,Travel_Rarely,Research & Development,28,Master,Medical,1,716,Very_High,4,Very_High,1,Laboratory Technician,Very_High,Married,3221,1,Y,Yes,11,High,High,80,3,20,3,Very_High,20,NA,3,8
34,No,Travel_Rarely,Research & Development,9,Secondary,Medical,1,717,Very_High,2,Medium,3,Healthcare Representative,Medium,Single,8621,1,Y,No,14,High,Medium,80,0,9,3,#N/D,8,NA,7,7
24,Yes,Travel_Rarely,Sales,3,#N/D,Life Sciences,1,720,Low,3,High,2,Sales Executive,High,Single,4577,9,Y,No,14,High,Low,80,0,4,3,#N/D,2,NA,2,0
39,No,Travel_Rarely,Research & Development,2,Secondary,Technical Degree,1,721,Very_High,2,Medium,2,Healthcare Representative,Medium,Single,4553,1,Y,No,11,High,Low,80,0,20,4,Medium,20,2,11,10
32,No,Travel_Rarely,Sales,10,University,Marketing,1,722,Very_High,3,High,2,Sales Executive,High,Single,5396,1,Y,No,12,High,Very_High,80,0,10,2,#N/D,10,NA,0,8
50,Yes,Travel_Frequently,Sales,8,University,Technical Degree,1,723,Medium,3,High,2,Sales Executive,High,Married,6796,3,Y,Yes,14,High,Low,80,1,18,4,High,4,NA,1,3
38,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,724,Medium,4,Very_High,2,Healthcare Representative,Very_High,Single,7625,0,Y,No,13,High,High,80,0,10,4,Very_High,9,NA,1,8
27,No,Travel_Rarely,Research & Development,1,#N/D,Life Sciences,1,725,High,NA,#N/D,3,Manufacturing Director,#N/D,Married,7412,1,Y,No,11,High,Very_High,80,0,9,3,#N/D,9,NA,0,7
32,No,Travel_Rarely,Research & Development,3,University,Life Sciences,1,727,High,3,High,3,Research Director,High,Single,11159,3,Y,No,15,High,Very_High,80,0,10,6,High,7,NA,7,7
47,No,Travel_Rarely,Sales,14,University,Marketing,1,728,Very_High,3,High,2,Sales Executive,High,Single,4960,2,Y,No,12,High,Very_High,80,0,20,2,#N/D,7,NA,1,7
40,No,Travel_Frequently,Sales,5,Secondary,Life Sciences,1,729,Very_High,2,Medium,3,Sales Executive,#N/D,Married,10475,5,Y,Yes,21,Very_High,High,80,1,20,2,Medium,18,NA,1,12
53,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1,730,High,4,Very_High,4,Research Director,Very_High,Married,14814,3,Y,No,19,High,High,80,0,32,3,Very_High,5,NA,1,3
41,No,Travel_Rarely,Human Resources,10,Secondary,Human Resources,1,731,Medium,2,Medium,5,Manager,Medium,Divorced,19141,3,Y,No,15,High,Medium,80,3,23,2,#N/D,21,NA,12,6
60,No,Travel_Rarely,Sales,16,University,Marketing,1,732,Low,3,High,2,Sales Executive,High,Single,5405,8,Y,No,14,High,Very_High,80,0,10,1,High,2,NA,2,2
27,No,Travel_Frequently,Research & Development,10,University,Life Sciences,1,733,Very_High,3,High,3,Manufacturing Director,High,Divorced,8793,1,Y,No,21,Very_High,High,80,2,9,4,#N/D,9,NA,1,7
41,No,Travel_Rarely,Human Resources,1,Secondary,Human Resources,1,734,Very_High,2,Medium,5,Manager,Medium,Married,19189,1,Y,No,12,High,Medium,80,1,22,3,#N/D,22,NA,2,10
50,No,Travel_Rarely,Sales,8,#N/D,Marketing,1,738,Very_High,3,High,1,Sales Representative,High,Married,3875,7,Y,No,15,High,Very_High,80,1,4,2,#N/D,2,NA,2,2
28,Yes,Travel_Rarely,Research & Development,1,Primaria,Life Sciences,1,741,Low,1,Low,1,Research Scientist,#N/D,Single,2216,7,Y,Yes,13,High,Very_High,80,0,10,4,Low,7,NA,3,7
36,No,Non-Travel,Research & Development,8,Master,Life Sciences,1,742,Low,4,Very_High,3,Research Director,Very_High,Married,11713,9,Y,No,14,High,Low,80,1,10,2,#N/D,8,4,0,5
38,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,743,High,3,High,3,Manufacturing Director,High,Single,7861,4,Y,Yes,14,High,Very_High,80,0,10,4,#N/D,1,3,0,0
44,No,Non-Travel,Research & Development,24,Primaria,Medical,1,744,Low,1,Low,1,Laboratory Technician,Low,Single,3708,2,Y,No,14,High,High,80,0,9,5,#N/D,5,NA,1,4
47,No,Travel_Frequently,Sales,3,#N/D,Medical,1,746,Very_High,NA,#N/D,4,Sales Executive,#N/D,Divorced,13770,9,Y,Yes,12,High,Very_High,80,2,28,2,#N/D,22,NA,11,13
30,No,Travel_Rarely,Sales,27,University,Marketing,1,747,High,3,High,2,Sales Executive,High,Divorced,5304,7,Y,No,23,Very_High,Very_High,80,1,10,2,High,8,3,7,7
29,No,Travel_Rarely,Sales,10,#N/D,Life Sciences,1,749,High,3,High,1,Sales Representative,High,Single,2642,1,Y,No,11,High,High,80,0,1,6,#N/D,1,NA,0,0
42,Yes,Travel_Frequently,Research & Development,19,#N/D,Medical,1,752,High,4,Very_High,1,Research Scientist,Very_High,Divorced,2759,6,Y,Yes,12,High,Very_High,80,0,7,2,#N/D,2,NA,2,2
43,No,Travel_Frequently,Sales,15,Secondary,Life Sciences,1,754,Very_High,2,Medium,2,Sales Executive,Medium,Married,6804,3,Y,No,18,High,High,80,1,7,5,#N/D,2,NA,2,2
34,No,Travel_Rarely,Research & Development,8,University,Medical,1,757,Medium,3,High,2,Healthcare Representative,High,Single,6142,3,Y,No,11,High,Very_High,80,0,10,2,#N/D,5,NA,4,3
23,No,Travel_Rarely,Research & Development,9,University,Medical,1,758,Medium,3,High,1,Laboratory Technician,High,Married,2500,1,Y,No,14,High,Very_High,80,1,5,2,#N/D,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,Master,Human Resources,1,760,High,4,Very_High,2,Human Resources,Very_High,Married,6389,9,Y,No,15,High,High,80,1,12,3,#N/D,8,NA,3,6
56,No,Travel_Rarely,Research & Development,9,University,Medical,1,762,High,3,High,4,Healthcare Representative,High,Married,11103,7,Y,No,11,High,High,80,0,30,1,#N/D,10,NA,1,1
40,No,Travel_Rarely,Research & Development,2,Secondary,Medical,1,763,Very_High,2,Medium,1,Research Scientist,Medium,Single,2342,0,Y,Yes,20,Very_High,Very_High,80,0,5,2,#N/D,4,NA,2,3
27,No,Travel_Rarely,Research & Development,7,#N/D,Medical,1,764,Very_High,2,Medium,2,Healthcare Representative,Medium,Single,6811,8,Y,No,19,High,Low,80,0,9,2,Medium,7,NA,0,7
29,No,Travel_Rarely,Sales,10,#N/D,Marketing,1,766,Very_High,3,High,1,Sales Representative,High,Divorced,2297,1,Y,No,14,High,Very_High,80,2,2,2,High,2,NA,2,2
53,No,Travel_Rarely,Research & Development,6,University,Life Sciences,1,769,Very_High,3,High,2,Laboratory Technician,High,Single,2450,2,Y,No,17,High,Very_High,80,0,19,4,High,2,NA,2,2
35,No,Non-Travel,Research & Development,2,University,Life Sciences,1,771,Very_High,3,High,2,Healthcare Representative,High,Divorced,5093,2,Y,No,11,High,Low,80,1,16,2,High,1,NA,0,0
32,No,Travel_Frequently,Research & Development,24,University,Life Sciences,1,772,Low,3,High,2,Laboratory Technician,High,Married,5309,1,Y,No,15,High,Very_High,80,2,10,2,High,10,NA,4,7
38,No,Travel_Rarely,Research & Development,2,University,Medical,1,773,Very_High,3,High,1,Research Scientist,High,Married,3057,6,Y,Yes,13,High,Medium,80,1,6,0,#N/D,1,NA,0,1
34,No,Travel_Rarely,Research & Development,8,University,Life Sciences,1,775,Medium,3,High,2,Manufacturing Director,High,Divorced,5121,3,Y,No,14,High,High,80,1,7,3,#N/D,0,3,0,0
52,No,Travel_Rarely,Sales,3,Secondary,Marketing,1,776,High,2,Medium,4,Manager,Medium,Married,16856,1,Y,No,11,High,Low,80,0,34,3,#N/D,34,NA,1,16
33,Yes,Travel_Rarely,Research & Development,1,University,Other,1,780,Very_High,3,High,1,Research Scientist,High,Single,2686,1,Y,Yes,13,High,High,80,0,10,2,#N/D,10,NA,7,8
25,No,Travel_Rarely,Sales,26,University,Medical,1,781,High,3,High,2,Sales Executive,High,Single,6180,1,Y,No,23,Very_High,Medium,80,0,6,5,#N/D,6,3,1,4
45,No,Travel_Rarely,Sales,2,Primaria,Technical Degree,1,783,Medium,1,Low,2,Sales Representative,Low,Single,6632,0,Y,No,13,High,Low,80,0,9,3,#N/D,8,NA,3,1
23,No,Travel_Rarely,Research & Development,10,Master,Medical,1,784,Low,4,Very_High,1,Research Scientist,Very_High,Single,3505,1,Y,No,18,High,Very_High,80,0,2,3,Very_High,2,NA,0,2
47,Yes,Travel_Frequently,Sales,27,Master,Life Sciences,1,785,Medium,4,Very_High,2,Sales Executive,Very_High,Single,6397,4,Y,Yes,12,High,Very_High,80,0,8,2,Very_High,5,NA,1,3
34,No,Travel_Rarely,Sales,2,University,Other,1,786,Very_High,3,High,2,Sales Executive,High,Single,6274,1,Y,No,22,Very_High,High,80,0,6,5,#N/D,6,NA,1,4
55,Yes,Travel_Rarely,Research & Development,2,#N/D,Medical,1,787,Very_High,3,High,5,Manager,High,Married,19859,5,Y,Yes,13,High,Very_High,80,1,24,2,#N/D,5,NA,1,4
36,No,Non-Travel,Sales,8,Secondary,Life Sciences,1,789,Low,2,Medium,3,Sales Executive,Medium,Single,7587,1,Y,No,15,High,Medium,80,0,10,1,Medium,10,2,0,9
52,No,Non-Travel,Research & Development,19,University,Medical,1,791,Very_High,3,High,1,Research Scientist,High,Married,4258,0,Y,No,18,High,Low,80,1,5,3,High,4,NA,1,2
26,No,Travel_Frequently,Research & Development,1,Primaria,Life Sciences,1,792,Low,1,Low,1,Laboratory Technician,Low,Divorced,4364,3,Y,No,14,High,Low,80,1,5,2,Low,2,NA,2,0
29,No,Travel_Rarely,Research & Development,27,University,Medical,1,793,Medium,3,High,2,Healthcare Representative,High,Married,4335,4,Y,No,12,High,Low,80,1,11,3,#N/D,8,NA,1,1
26,Yes,Travel_Rarely,Sales,8,Secondary,Technical Degree,1,796,Very_High,NA,Medium,2,Sales Executive,Medium,Single,5326,6,Y,No,17,High,High,80,0,6,2,Medium,4,2,1,2
34,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,797,Medium,4,Very_High,1,Research Scientist,Very_High,Single,3280,2,Y,No,16,High,High,80,0,10,2,Very_High,4,NA,1,3
54,No,Travel_Rarely,Research & Development,19,#N/D,Medical,1,799,Very_High,NA,#N/D,2,Manufacturing Director,#N/D,Divorced,5485,9,Y,Yes,11,High,Medium,80,2,9,4,#N/D,5,NA,1,4
27,No,Travel_Frequently,Sales,8,#N/D,Marketing,1,800,High,3,High,2,Sales Executive,High,Married,4342,0,Y,No,19,High,Medium,80,1,5,3,#N/D,4,NA,1,1
37,No,Travel_Rarely,Research & Development,10,University,Life Sciences,1,802,Very_High,3,High,1,Research Scientist,High,Divorced,2782,0,Y,Yes,13,High,Medium,80,2,6,3,High,5,NA,4,3
38,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,1,803,Low,4,Very_High,2,Manufacturing Director,Very_High,Single,5980,6,Y,Yes,12,High,Very_High,80,0,17,2,#N/D,15,NA,4,12
34,No,Travel_Rarely,Research & Development,2,Secondary,Medical,1,804,High,2,Medium,1,Research Scientist,Medium,Single,4381,1,Y,No,11,High,High,80,0,6,3,#N/D,6,NA,1,3
35,No,Travel_Rarely,Sales,8,University,Life Sciences,1,805,Low,3,High,1,Sales Representative,High,Married,2572,1,Y,No,16,High,Medium,80,1,3,1,#N/D,3,NA,0,2
30,No,Travel_Rarely,Research & Development,1,Primaria,Life Sciences,1,806,Very_High,1,Low,1,Laboratory Technician,Low,Married,3833,3,Y,No,21,Very_High,High,80,2,7,2,Low,2,NA,0,2
40,No,Travel_Frequently,Research & Development,2,Master,Medical,1,807,High,4,Very_High,2,Healthcare Representative,Very_High,Married,4244,1,Y,No,24,Very_High,Very_High,80,1,8,2,Very_High,8,NA,3,7
34,No,Travel_Rarely,Sales,8,University,Life Sciences,1,808,High,3,High,2,Sales Executive,High,Married,6500,5,Y,No,17,High,Medium,80,1,6,1,#N/D,3,NA,1,2
42,No,Travel_Frequently,Research & Development,8,University,Life Sciences,1,809,Medium,NA,High,5,Manager,High,Divorced,18430,1,Y,No,13,High,Medium,80,1,24,4,#N/D,24,3,14,9
23,Yes,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,811,High,4,Very_High,1,Laboratory Technician,Very_High,Married,1601,1,Y,Yes,21,Very_High,High,80,2,1,2,Very_High,0,4,0,0
24,No,Non-Travel,Research & Development,9,Secondary,Life Sciences,1,812,High,2,Medium,1,Laboratory Technician,Medium,Divorced,2694,1,Y,No,11,High,High,80,3,1,4,#N/D,1,NA,0,0
52,No,Travel_Rarely,Research & Development,11,University,Life Sciences,1,813,Very_High,3,High,2,Laboratory Technician,High,Married,3149,8,Y,No,20,Very_High,Medium,80,1,9,3,High,5,3,1,4
50,No,Travel_Rarely,Research & Development,2,University,Medical,1,815,High,NA,High,4,Research Director,High,Married,17639,5,Y,No,16,High,Very_High,80,0,30,3,#N/D,4,NA,0,3
29,Yes,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,816,Medium,2,Medium,1,Laboratory Technician,Medium,Married,2319,1,Y,Yes,11,High,Very_High,80,1,1,1,#N/D,1,NA,0,0
33,No,Travel_Rarely,Research & Development,7,University,Medical,1,817,High,3,High,3,Research Director,High,Married,11691,0,Y,No,11,High,Very_High,80,0,14,3,High,13,NA,3,7
33,Yes,Travel_Rarely,Sales,16,University,Marketing,1,819,Low,3,High,2,Sales Executive,High,Single,5324,5,Y,No,15,High,High,80,0,6,3,High,3,NA,0,2
47,No,Travel_Rarely,Research & Development,2,University,Other,1,820,High,3,High,4,Manager,High,Married,16752,1,Y,Yes,11,High,High,80,1,26,3,#N/D,26,NA,3,0
36,No,Travel_Rarely,Research & Development,1,University,Other,1,823,High,NA,High,2,Manufacturing Director,High,Married,5228,0,Y,No,15,High,Low,80,1,10,2,High,9,3,0,5
29,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,824,High,4,Very_High,1,Research Scientist,Very_High,Married,2700,1,Y,No,24,Very_High,High,80,1,10,3,#N/D,10,NA,0,7
58,Yes,Travel_Rarely,Research & Development,2,University,Life Sciences,1,825,Very_High,3,High,5,Research Director,#N/D,Single,19246,7,Y,Yes,12,High,Very_High,80,0,40,2,#N/D,31,NA,13,8
35,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,826,Very_High,4,Very_High,1,Research Scientist,Very_High,Single,2506,3,Y,No,13,High,High,80,0,7,0,#N/D,2,NA,2,2
42,No,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,827,Very_High,2,Medium,2,Manufacturing Director,Medium,Married,6062,9,Y,Yes,13,High,Very_High,80,1,8,4,Medium,4,NA,0,2
28,Yes,Travel_Rarely,Research & Development,2,University,Medical,1,828,High,3,High,1,Research Scientist,High,Single,4382,6,Y,No,17,High,Very_High,80,0,5,3,#N/D,2,NA,2,1
36,No,Travel_Rarely,Human Resources,13,University,Human Resources,1,829,High,3,High,1,Human Resources,High,Married,2143,4,Y,No,13,High,Medium,80,1,8,2,#N/D,5,NA,0,4
32,No,Travel_Rarely,Research & Development,4,Secondary,Life Sciences,1,830,High,2,Medium,2,Manufacturing Director,Medium,Married,6162,1,Y,No,12,High,High,80,1,14,3,Medium,14,NA,6,8
40,No,Travel_Frequently,Research & Development,16,Secondary,Medical,1,832,Low,2,Medium,2,Laboratory Technician,Medium,Single,5094,6,Y,No,14,High,Very_High,80,0,10,6,Medium,1,NA,0,0
30,No,Travel_Rarely,Research & Development,2,#N/D,Medical,1,833,High,NA,#N/D,2,Manufacturing Director,#N/D,Single,6877,5,Y,Yes,24,Very_High,Medium,80,0,12,4,#N/D,0,NA,0,0
45,No,Travel_Rarely,Research & Development,2,Secondary,Life Sciences,1,834,Medium,2,Medium,1,Research Scientist,Medium,Single,2274,1,Y,No,14,High,Very_High,80,0,1,3,#N/D,1,NA,0,0
42,No,Travel_Rarely,Research & Development,29,University,Life Sciences,1,836,Medium,3,High,2,Manufacturing Director,High,Married,4434,1,Y,No,13,High,Very_High,80,1,10,3,#N/D,9,3,7,8
38,No,Travel_Frequently,Research & Development,12,Secondary,Life Sciences,1,837,Low,2,Medium,2,Healthcare Representative,Medium,Divorced,6288,2,Y,No,15,High,High,80,1,13,3,#N/D,4,NA,1,2
34,No,Travel_Frequently,Research & Development,16,Secondary,Life Sciences,1,838,High,2,Medium,1,Research Scientist,Medium,Single,2553,1,Y,No,16,High,High,80,0,6,3,#N/D,5,NA,1,3
49,Yes,Travel_Rarely,Sales,11,University,Marketing,1,840,High,3,High,3,Sales Executive,High,Married,7654,1,Y,No,18,High,Low,80,2,9,3,High,9,NA,7,7
55,Yes,Travel_Rarely,Sales,2,University,Medical,1,842,High,3,High,2,Sales Executive,High,Single,5160,4,Y,No,16,High,High,80,0,12,3,#N/D,9,NA,7,3
43,No,Travel_Rarely,Research & Development,14,University,Life Sciences,1,843,Medium,3,High,4,Research Director,High,Married,17159,6,Y,No,24,Very_High,High,80,1,22,3,#N/D,4,NA,1,0
27,No,Travel_Rarely,Research & Development,5,Secondary,Technical Degree,1,844,High,2,Medium,3,Research Director,Medium,Divorced,12808,1,Y,Yes,16,High,Medium,80,1,9,3,Medium,9,NA,0,8
35,No,Travel_Rarely,Research & Development,7,University,Other,1,845,High,3,High,3,Manufacturing Director,High,Single,10221,3,Y,No,21,Very_High,Medium,80,0,17,3,High,8,NA,1,6
28,No,Travel_Rarely,Sales,2,University,Marketing,1,846,Medium,3,High,2,Sales Executive,High,Married,4779,1,Y,Yes,20,Very_High,Low,80,0,8,2,High,8,NA,7,5
34,No,Travel_Rarely,Human Resources,3,University,Human Resources,1,847,High,NA,High,1,Human Resources,High,Married,3737,0,Y,No,19,High,High,80,1,4,1,#N/D,3,NA,0,2
26,Yes,Travel_Frequently,Research & Development,5,#N/D,Medical,1,848,High,2,Medium,1,Research Scientist,Medium,Married,2366,1,Y,Yes,14,High,Low,80,1,8,2,#N/D,8,2,1,7
27,No,Non-Travel,Research & Development,3,University,Medical,1,850,Very_High,NA,High,1,Research Scientist,High,Married,1706,1,Y,No,11,High,High,80,3,0,6,#N/D,0,NA,0,0
51,No,Travel_Rarely,Sales,26,University,Marketing,1,851,Low,3,High,4,Manager,High,Married,16307,2,Y,No,14,High,High,80,1,29,2,#N/D,20,3,4,17
44,No,Travel_Rarely,Research & Development,4,University,Medical,1,852,Very_High,NA,High,2,Healthcare Representative,High,Single,5933,9,Y,No,12,High,Very_High,80,0,10,2,High,5,NA,2,3
25,No,Travel_Rarely,Research & Development,2,Master,Medical,1,854,Low,4,Very_High,1,Research Scientist,Very_High,Single,3424,7,Y,No,13,High,High,80,0,6,3,#N/D,4,NA,0,1
33,No,Travel_Rarely,Sales,1,Master,Medical,1,855,Low,4,Very_High,2,Sales Executive,Very_High,Divorced,4037,1,Y,No,22,Very_High,Low,80,1,9,5,#N/D,9,4,0,8
35,No,Travel_Rarely,Research & Development,27,Secondary,Medical,1,856,High,2,Medium,1,Research Scientist,Medium,Single,2559,1,Y,No,11,High,Very_High,80,0,6,3,#N/D,6,NA,1,1
36,No,Travel_Rarely,Sales,1,University,Life Sciences,1,857,Medium,NA,High,2,Sales Executive,High,Married,6201,1,Y,Yes,14,High,Very_High,80,1,18,1,High,18,NA,4,11
32,No,Travel_Rarely,Sales,13,University,Life Sciences,1,859,Medium,3,High,2,Sales Executive,High,Divorced,4403,2,Y,No,11,High,High,80,1,8,3,#N/D,5,NA,0,3
30,No,Travel_Frequently,Research & Development,5,Secondary,Life Sciences,1,861,Medium,2,Medium,1,Research Scientist,Medium,Divorced,3761,9,Y,No,12,High,Medium,80,1,10,3,#N/D,5,NA,0,3
53,No,Travel_Rarely,Sales,7,Secondary,Marketing,1,862,Low,2,Medium,3,Sales Executive,Medium,Married,10934,7,Y,Yes,18,High,Very_High,80,1,35,3,#N/D,5,NA,0,4
45,No,Travel_Rarely,Sales,9,University,Marketing,1,864,Very_High,3,High,3,Sales Executive,High,Divorced,10761,4,Y,Yes,12,High,High,80,1,18,2,#N/D,5,NA,0,2
32,No,Travel_Rarely,Research & Development,8,Master,Medical,1,865,High,4,Very_High,2,Research Scientist,Very_High,Married,5175,5,Y,No,12,High,High,80,1,9,3,#N/D,5,NA,1,3
52,No,Travel_Frequently,Research & Development,25,Secondary,Medical,1,867,High,2,Medium,4,Manufacturing Director,Medium,Married,13826,3,Y,No,22,Very_High,High,80,0,31,3,Medium,9,NA,0,0
37,No,Travel_Rarely,Sales,16,Secondary,Marketing,1,868,Very_High,2,Medium,2,Sales Executive,Medium,Divorced,6334,4,Y,No,19,High,Very_High,80,2,9,2,Medium,1,NA,0,0
28,No,Travel_Rarely,Human Resources,8,Secondary,Medical,1,869,Medium,2,Medium,1,Human Resources,Medium,Divorced,4936,1,Y,No,13,High,Very_High,80,1,6,6,#N/D,5,NA,0,4
